"term","estimate","std_error","statistic","p_value","rr","rr_low","rr_high","pathway_id","pathway_title","pathway_role","offset_policy","pollution_stage","data_status","outcome","n_rows","n_months"
"hw_month_mean_temp_ge_p95",0.0238940662175513,0.0415847081886014,0.574587805430382,0.565570101299847,1.02418181668999,0.944016190687118,1.11115508821403,"P07B","Mean-temperature p95 heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","chd",132,132
"hw_month_mean_temp_ge_p975",-0.0699149298839406,0.0412356400650254,-1.69549762714221,0.0899810600056309,0.932473142130348,0.860074053766112,1.01096662198683,"P07C","Mean-temperature p97.5 heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","chd",132,132
"hw_month_has_vhd_spell_ge3",-0.00170962283954778,0.0255403423368761,-0.0669381332872491,0.946630955128957,0.998291837733118,0.949548477874524,1.04953735012596,"P07D","Very-hot-day spell heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","chd",132,132
"cold_days",-0.00240597906363306,0.00864235825962381,-0.278393812354845,0.780710068873909,0.997596912984127,0.980840912520055,1.01463916124636,"P08","Cold-side primary","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"max_cold_spell_touching",0.00198728430521289,0.0112779659379204,0.176209461542258,0.86012938785808,1.00198926026338,0.980083478371946,1.02438465685689,"P08","Cold-side primary","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.00794598634168966,0.013154183152968,-0.604065356950484,0.545800190700778,0.992085499557082,0.966834268670223,1.01799622781796,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.000159861188519528,0.0162410414938024,0.00984303799608734,0.992146518766339,1.000159873967,0.968823742288799,1.03250955754911,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"covid_phasefifth_wave",-0.313570053381662,0.0675376049065255,-4.64289566998496,3.43559856562722e-06,0.730833179874608,0.640219777650648,0.834271535261888,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"covid_phaselate_2022",-0.231657098178048,0.064868214134404,-3.57119586640793,0.000355355020050128,0.793218072600365,0.698514879887431,0.900760926955823,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"covid_phasepost_reopening",-0.403693151978561,0.117913188773307,-3.4236471439567,0.000617867914116821,0.667849017981033,0.530039894846148,0.841488188257405,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"covid_phasepre_covid",0.204753642197856,0.0732081208913601,2.79687061633104,0.00516001923040781,1.22722269183362,1.06318139079665,1.41657439491377,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"public_holiday_days",0.133606834084094,0.10403469275538,1.2842526905736,0.199053554345934,1.1429433649204,0.932113058997571,1.40146039453672,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"chinese_new_year_month",-0.409721295444092,0.238604431424155,-1.71715710809977,0.0859504700876965,0.663835238261881,0.41586858044005,1.05965500709842,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0101528215202887,0.0156912372881924,-0.647037664004271,0.517607567530206,0.989898544388842,0.959917777519819,1.02081568977184,"P11","Pollution-staged on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.00335809758318549,0.0173795562180285,0.193221135284341,0.846785787059556,1.00336374230962,0.969760803131332,1.03813104853365,"P11","Pollution-staged on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0256186011641353,0.0146888269027551,-1.74408762072962,0.0811438123271788,0.97470677075254,0.947044968323317,1.00317653409094,"P11","Pollution-staged on P02","original_panel","population_x_days","NO2","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.0254759254262626,0.0169869830865481,1.49973219473191,0.13368378746105,1.02580321019815,0.99221192402547,1.06053172772172,"P11","Pollution-staged on P02","original_panel","population_x_days","NO2","HA_APPROVED_AGGREGATE","chd",132,132
"NO2",0.00727542889424961,0.00185809690435214,3.9155271596485,9.02068885931924e-05,1.00730195912763,1.00364016833985,1.01097710999425,"P11","Pollution-staged on P02","original_panel","population_x_days","NO2","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0127077309764744,0.0156251209645692,-0.813288486232513,0.416052676781401,0.987372671299622,0.957592489257933,1.0180789876337,"P11","Pollution-staged on P02","original_panel","population_x_days","PM25","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.00864065678238878,0.017872877190418,0.483450800356934,0.62877568539316,1.00867809500981,0.973954995255002,1.04463913046231,"P11","Pollution-staged on P02","original_panel","population_x_days","PM25","HA_APPROVED_AGGREGATE","chd",132,132
"PM25",0.00221983876617508,0.00133637627986253,1.66108812287766,0.0966957494986465,1.00222230443237,0.999600621030666,1.00485086380405,"P11","Pollution-staged on P02","original_panel","population_x_days","PM25","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0109076075640004,0.0161606511392058,-0.674948519712702,0.499708472707689,0.989151664685494,0.958311417096644,1.02098440892457,"P11","Pollution-staged on P02","original_panel","population_x_days","O3","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.00422541843311978,0.0181565085263109,0.232721970030563,0.815977307948696,1.00423435810043,0.969125327723789,1.04061530241712,"P11","Pollution-staged on P02","original_panel","population_x_days","O3","HA_APPROVED_AGGREGATE","chd",132,132
"O3",0.000142652875183145,0.000672722289565622,0.212053141981153,0.832065575602365,1.00014266305059,0.998824808266926,1.00146225661889,"P11","Pollution-staged on P02","original_panel","population_x_days","O3","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0268699184353453,0.0151028747514473,-1.77912608543419,0.0752190929465818,0.973487866113192,0.945093369232797,1.00273545061365,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.0249764266011009,0.0167696686958175,1.48938103990869,0.136387058415793,1.02529095064698,0.992138937002,1.05955072850494,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","chd",132,132
"NO2",0.010670728671196,0.00253368796428174,4.2115401823843,2.53635425020669e-05,1.01072786394053,1.00572100304984,1.01575965088517,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","chd",132,132
"PM25",-0.00376388420532688,0.00200174696866095,-1.88029969034732,0.0600672454889666,0.996243190328137,0.992342163522347,1.00015955258041,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","chd",132,132
"O3",-0.000295460416925334,0.000867306925733977,-0.34066419644383,0.733356395150815,0.999704583227205,0.998006607459823,1.00140544787497,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0103457040328692,0.0175476636462633,-0.58957729310433,0.555474078702112,0.989707628683143,0.956246910420381,1.02433919482469,"P12","Absolute humidity sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmin",0.00377898504190158,0.0250397638218456,0.15091935645993,0.880039331130079,1.00378613440882,0.955711727142751,1.05427879036678,"P12","Absolute humidity sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"absolute_humidity",-0.000269893857348894,0.0123529245475863,-0.0218485797682323,0.982568742370619,0.999730142560722,0.975815618418532,1.02423074511173,"P12","Absolute humidity sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.00585584717320228,0.00972063982061311,-0.602413758895239,0.546898753665994,0.994161264881703,0.975399350856476,1.0132840663912,"P14","Flu co-exposure","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",121,121
"cold_days",-0.000399066294081967,0.0046552614646015,-0.0857237122160501,0.931686051888013,0.99960101332228,0.990521824995528,1.00876342208759,"P14","Flu co-exposure","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",121,121
"flu_indicator",0.514908094276266,0.149356953978939,3.44749996942809,0.000565800471146851,1.67348469190786,1.24878173550753,2.24262650102883,"P14","Flu co-exposure","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",121,121
"temp_variability_mean_range",-0.00902569427047426,0.0156836916385107,-0.575482767610148,0.564964841797974,0.991014915040478,0.961014549774966,1.02195181338582,"P15","Temperature variability proxy","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_tmax",-0.0111031540647825,0.00837932386178781,-1.32506563153815,0.185149384009949,0.988958258449294,0.972848776380067,1.00533449874327,"P16","Pre-COVID only (P02)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",84,84
"mean_tmin",-0.00801884402638124,0.0102608308305624,-0.781500461200146,0.434508205567592,0.992013221137619,0.972261894085347,1.01216579287787,"P16","Pre-COVID only (P02)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",84,84
"cold_month_mean_temp_le_p05",0.0658737598078087,0.0631354187603021,1.04337250154153,0.296775804177026,1.0680918725315,0.943771062334618,1.20878917959805,"P18","Cold-month indicator (p05 Tmean)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"cold_days",-0.00627811369372359,0.00559648578595657,-1.12179570070158,0.261949314644005,0.993741552485027,0.982900656160035,1.00470201840476,"P18","Cold-month indicator (p05 Tmean)","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","chd",132,132
"mean_temp",-0.0264928774041474,0.0130931223857307,-2.02341936656913,0.0430299291597598,0.973854980186275,0.949181355180739,0.999169987123296,"P01","Continuous same-month mean temperature","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_temp",-0.0260055379373725,0.0131999929698876,-1.97011755966063,0.0488248988925491,0.974329693816984,0.949445143815271,0.999866457201241,"P01A","Continuous same-month mean temperature (days-only offset)","amended_single_exposure","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.016072240146088,0.0209165816098211,0.768397075865468,0.442251317087665,1.01620209334224,0.975383784984737,1.05872858500443,"P02","Continuous same-month Tmax and Tmin","exploratory_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0431832419138893,0.0209314236994635,-2.06308192571709,0.039104845095584,0.957735876631778,0.919239269138851,0.997844674593736,"P02","Continuous same-month Tmax and Tmin","exploratory_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",-0.0190464892509477,0.0119646161148062,-1.5919014089702,0.111406858936166,0.981133749009481,0.958393209553985,1.0044138708927,"P02A","Continuous same-month Tmax alone","amended_single_exposure","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0272732218931944,0.012243702327278,-2.22753062465688,0.0259118314130297,0.973095334250664,0.950021295374924,0.996729793479749,"P02B","Continuous same-month Tmin alone","amended_single_exposure","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"lag1_mean_tmax",0.0367947971597645,0.0216225811857747,1.70168384817866,0.0888146498235406,1.03748010512919,0.994430107726863,1.08239378532022,"P03","Lag-1 month temperature","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"lag1_mean_tmin",-0.0668790935647452,0.0240956820069478,-2.77556342026182,0.00551061505926735,0.935308279290626,0.892162819222671,0.980540276349774,"P03","Lag-1 month temperature","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"I(hot_nights/5)",0.0118667706689747,0.0199966325794521,0.593438451290472,0.55288776223802,1.01193746013385,0.973043365250263,1.05238621400885,"P04","Official extreme-day counts","exploratory_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"I(cold_days/5)",0.0703139984320239,0.0302006164417365,2.32823056998438,0.0198998637479324,1.07284500001898,1.01118285605401,1.13826731453628,"P04","Official extreme-day counts","exploratory_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"I(very_hot_days/5)",-0.0135390421488214,0.0203106440428552,-0.666598366858984,0.505028712561965,0.986552198448075,0.948050124222153,1.02661791333162,"P04","Official extreme-day counts","exploratory_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"I(hot_nights/5)",0.00310452698616816,0.0168011588642484,0.184780526822728,0.853401182177921,1.0031093510209,0.970614653863758,1.03669192104203,"P04A","Hot-night count alone","amended_single_exposure","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"I(cold_days/5)",0.0702721921354338,0.0301386415099525,2.3316310428998,0.019720109290663,1.07280014928024,1.01126341470992,1.13808147665051,"P04B","Cold-day count alone","amended_single_exposure","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"I(very_hot_days/5)",-0.00500131468831582,0.016737786112114,-0.298803835514192,0.765089724252379,0.995011171062262,0.962898400882331,1.02819490574653,"P04C","Very-hot-day count alone","amended_single_exposure","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"days_in_hot_night_spell_ge5",-0.00330945126032393,0.00298192552938385,-1.10983699214238,0.267069275587099,0.996696018937384,0.990887745238311,1.00253833891821,"P05","Ren/Wang spell burden","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"days_in_very_hot_spell_ge5",0.000186770547512924,0.00298978985209785,0.0624694566348443,0.95018898449285,1.00018678799022,0.994342844746811,1.00606507720676,"P05","Ren/Wang spell burden","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"days_in_2d3n_window",-0.000530408970671604,0.00230344952727903,-0.230267242407588,0.817884113471286,0.999469731671299,0.994967535450142,1.00399230018612,"P06","Combined day-night 2D3N burden","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_mean_temp_ge_p90",-0.0418189185026156,0.0349716999473125,-1.19579312889047,0.231777297954414,0.95904342987001,0.895508603183277,1.0270859454698,"P07","Heatwave-month indicators (multi-percentile + spells)","exploratory_nested_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_mean_temp_ge_p95",0.214840746252508,0.0492691805326545,4.36055042787075,1.29735677732212e-05,1.2396644600343,1.12555151648883,1.36534663314754,"P07","Heatwave-month indicators (multi-percentile + spells)","exploratory_nested_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_mean_temp_ge_p975",-0.21361830566782,0.0577689210103071,-3.69780674334746,0.000217470350656324,0.807656604144343,0.721195237791455,0.904483496335284,"P07","Heatwave-month indicators (multi-percentile + spells)","exploratory_nested_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_has_vhd_spell_ge3",0.0054319355128813,0.0369978516701384,0.146817592581072,0.883275998290124,1.00544671522328,0.935116784990058,1.08106614422929,"P07","Heatwave-month indicators (multi-percentile + spells)","exploratory_nested_joint","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_mean_temp_ge_p90",-0.00967522966145674,0.0376197534728973,-0.257184823617389,0.797036099067207,0.990371424787638,0.919973929842442,1.0661558194414,"P07A","Mean-temperature p90 heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_mean_temp_ge_p95",0.0432383775225475,0.0599494114044843,0.72124774054601,0.470757103736499,1.04418677584232,0.928427978453372,1.17437867895828,"P07B","Mean-temperature p95 heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_mean_temp_ge_p975",-0.0616931074488211,0.0518535601238043,-1.18975644683844,0.234142132296332,0.940171374113067,0.849314194388573,1.04074819253197,"P07C","Mean-temperature p97.5 heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"hw_month_has_vhd_spell_ge3",0.00837762143082691,0.0359593372481925,0.232974856377478,0.815780930293176,1.00841281190342,0.939786384969599,1.08205057604006,"P07D","Very-hot-day spell heat month alone","amended_separate_definition","days_only","none","HA_APPROVED_AGGREGATE","hf",132,132
"cold_days",0.0202339839214064,0.00866826370487907,2.33426030982622,0.0195820956516481,1.02044007866633,1.00324945513001,1.03792526257949,"P08","Cold-side primary","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"max_cold_spell_touching",-0.00932486743895789,0.0113952686226813,-0.818310453901676,0.413179938353054,0.990718474314098,0.968836323709296,1.01309485547506,"P08","Cold-side primary","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.0154556946221888,0.018745567852024,0.824498609174969,0.409656305735281,1.01557575159416,0.978939321584589,1.05358328599625,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0477563742299721,0.0214930923699237,-2.22194058481784,0.0262873211830021,0.953366023318539,0.914038272040472,0.994385905077244,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"covid_phasefifth_wave",-0.316193359050739,0.105355181133602,-3.00121318808015,0.00268906227955916,0.728918493552465,0.5929237248916,0.896105431335089,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"covid_phaselate_2022",-0.251613614188675,0.0969541793065333,-2.59518069245025,0.00945412021807951,0.777545112434122,0.642978620036422,0.940274502184762,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"covid_phasepost_reopening",-0.317743489564214,0.138037943949302,-2.30185614529953,0.0213432860557725,0.727789450062238,0.555271631019486,0.953906978192636,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"covid_phasepre_covid",0.21483474950138,0.0822703685862811,2.61132596332144,0.00901918812712056,1.23965702609734,1.05504648447622,1.45657045918259,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"public_holiday_days",-0.0785191234617467,0.126885817398698,-0.618817178085596,0.536036804372834,0.924484380420823,0.720928491978889,1.18551476207588,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"chinese_new_year_month",0.134570144042744,0.323577232266856,0.415882610466744,0.677495904846268,1.14404490412266,0.606748303028885,2.15713622290381,"P10","COVID and holiday sensitivity on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.016072240146088,0.0209165816098211,0.768397075865468,0.442251317087665,1.01620209334224,0.975383784984737,1.05872858500443,"P11","Pollution-staged on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0431832419138893,0.0209314236994635,-2.06308192571709,0.039104845095584,0.957735876631778,0.919239269138851,0.997844674593736,"P11","Pollution-staged on P02","original_panel","population_x_days","none","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",-0.00646345390567824,0.0178593569504442,-0.361908545957892,0.717420373484165,0.993557389282012,0.959380233096004,1.02895207941824,"P11","Pollution-staged on P02","original_panel","population_x_days","NO2","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0124617491489822,0.0191445151366058,-0.650930517699788,0.515091340439782,0.987615576907682,0.951243694174674,1.02537817987531,"P11","Pollution-staged on P02","original_panel","population_x_days","NO2","HA_APPROVED_AGGREGATE","hf",132,132
"NO2",0.0099601079465398,0.00215596153943618,4.61979852810573,3.84112846733551e-06,1.01000987491258,1.0057508966079,1.01428688839501,"P11","Pollution-staged on P02","original_panel","population_x_days","NO2","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.00864060954302905,0.0189213261361513,0.456659828219978,0.647915569287898,1.0086780473605,0.971955565878074,1.04678797976514,"P11","Pollution-staged on P02","original_panel","population_x_days","PM25","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0287423677794949,0.0203798704334415,-1.41033123215206,0.158441900505511,0.971666764888723,0.933618937503214,1.01126515761798,"P11","Pollution-staged on P02","original_panel","population_x_days","PM25","HA_APPROVED_AGGREGATE","hf",132,132
"PM25",0.00574076317702881,0.0017656238973127,3.25140772378891,0.00114835045636137,1.00575727293571,1.00228274183516,1.00924384890729,"P11","Pollution-staged on P02","original_panel","population_x_days","PM25","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",0.0105866777799847,0.02059005421036,0.514164638510663,0.607136888452094,1.01064291493286,0.970668928188051,1.05226310623812,"P11","Pollution-staged on P02","original_panel","population_x_days","O3","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmin",-0.0369841331908247,0.0209376028886955,-1.76639768112103,0.0773291538688077,0.963691425935706,0.924944230302055,1.00406179529193,"P11","Pollution-staged on P02","original_panel","population_x_days","O3","HA_APPROVED_AGGREGATE","hf",132,132
"O3",0.00107671685721542,0.000931206863106064,1.15625958084544,0.247574995775303,1.00107729672491,0.999251831423313,1.00290609684508,"P11","Pollution-staged on P02","original_panel","population_x_days","O3","HA_APPROVED_AGGREGATE","hf",132,132
"mean_tmax",-0.0045289182759238,0.0189153714754023,-0.239430575382209,0.810771723631562,0.995481321809782,0.959250482970375,1.0330805974718,"P11","Pollution-staged on P02","original_panel","population_x_days","multi","HA_APPROVED_AGGREGATE","hf",132,132
