"outcome","outcome_label","pathway_id","exposure","exposure_label","contrast","se_method","se_method_label","rr","rr_low","rr_high","count_ratio_95CI","p_value","n_months","family","offset_policy","data_status","result_class","manuscript_role"
"chd","Coronary heart disease","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","model","Model",1.02182421201542,0.994980544642884,1.04939209704415,"1.022 (0.995-1.049)",0.111944295393993,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","HC1","HC1",1.02182421201542,0.997341580679111,1.04690784029075,"1.022 (0.997-1.047)",0.0810091473729088,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","NeweyWest_lag3","NW3",1.02182421201542,1.0002531783659,1.04386043738117,"1.022 (1.000-1.044)",0.0473390028116081,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","NeweyWest_lag6","NW6",1.02182421201542,1.00185374479531,1.04219276085479,"1.022 (1.002-1.042)",0.0320398433085943,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","model","Model",0.994631216608471,0.953883780648368,1.03711927712998,"0.995 (0.954-1.037)",0.800857096929644,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","HC1","HC1",0.994631216608471,0.95554147546176,1.03532005931399,"0.995 (0.956-1.035)",0.792426037689447,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","NeweyWest_lag3","NW3",0.994631216608471,0.949463509088665,1.04194763419777,"0.995 (0.949-1.042)",0.820401083246046,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","NeweyWest_lag6","NW6",0.994631216608471,0.948784429293951,1.04269339431323,"0.995 (0.949-1.043)",0.823078662594747,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","model","Model",0.999390162221515,0.974064051154067,1.0253747637661,"0.999 (0.974-1.025)",0.962847281858644,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","HC1","HC1",0.999390162221515,0.974673892779061,1.02473319922149,"0.999 (0.975-1.025)",0.961919418873297,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","NeweyWest_lag3","NW3",0.999390162221515,0.973465493144581,1.0260052394038,"0.999 (0.973-1.026)",0.963715575642216,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"chd","Coronary heart disease","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","NeweyWest_lag6","NW6",0.999390162221515,0.974352343856856,1.02507137447999,"0.999 (0.974-1.025)",0.962414276235873,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P01A","mean_temp","Mean temperature, per 1 C","Mean temperature, per 1 C","model","Model",0.974329693816984,0.956123509494475,0.992882554216688,"0.974 (0.956-0.993)",0.00688798725603412,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P01A","mean_temp","Mean temperature, per 1 C","Mean temperature, per 1 C","HC1","HC1",0.974329693816984,0.949445143815271,0.999866457201241,"0.974 (0.949-1.000)",0.0488248988925491,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P01A","mean_temp","Mean temperature, per 1 C","Mean temperature, per 1 C","NeweyWest_lag3","NW3",0.974329693816984,0.948739268175111,1.00061037220426,"0.974 (0.949-1.001)",0.0554841524462216,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P01A","mean_temp","Mean temperature, per 1 C","Mean temperature, per 1 C","NeweyWest_lag6","NW6",0.974329693816984,0.947383352675751,1.00204246736264,"0.974 (0.947-1.002)",0.0691548229807702,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02A","mean_tmax","Mean maximum temperature, per 1 C","Mean maximum temperature, per 1 C","model","Model",0.981133749009481,0.964491429621739,0.998063231959384,"0.981 (0.964-0.998)",0.0291017470305847,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02A","mean_tmax","Mean maximum temperature, per 1 C","Mean maximum temperature, per 1 C","HC1","HC1",0.981133749009481,0.958393209553985,1.0044138708927,"0.981 (0.958-1.004)",0.111406858936166,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02A","mean_tmax","Mean maximum temperature, per 1 C","Mean maximum temperature, per 1 C","NeweyWest_lag3","NW3",0.981133749009481,0.959264212659927,1.00350187231123,"0.981 (0.959-1.004)",0.0977113767158076,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02A","mean_tmax","Mean maximum temperature, per 1 C","Mean maximum temperature, per 1 C","NeweyWest_lag6","NW6",0.981133749009481,0.958262964057423,1.0045503891432,"0.981 (0.958-1.005)",0.113483325974114,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02B","mean_tmin","Mean minimum temperature, per 1 C","Mean minimum temperature, per 1 C","model","Model",0.973095334250664,0.955629711654007,0.990880168325333,"0.973 (0.956-0.991)",0.00316275529492189,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02B","mean_tmin","Mean minimum temperature, per 1 C","Mean minimum temperature, per 1 C","HC1","HC1",0.973095334250664,0.950021295374924,0.996729793479749,"0.973 (0.950-0.997)",0.0259118314130297,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02B","mean_tmin","Mean minimum temperature, per 1 C","Mean minimum temperature, per 1 C","NeweyWest_lag3","NW3",0.973095334250664,0.948286137817191,0.998553592399931,"0.973 (0.948-0.999)",0.0384662099014959,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P02B","mean_tmin","Mean minimum temperature, per 1 C","Mean minimum temperature, per 1 C","NeweyWest_lag6","NW6",0.973095334250664,0.946867504573631,1.00004966372439,"0.973 (0.947-1.000)",0.0504136413025569,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","model","Model",1.0031093510209,0.970175436395294,1.03716125182907,"1.003 (0.970-1.037)",0.855366755388755,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","HC1","HC1",1.0031093510209,0.970614653863758,1.03669192104203,"1.003 (0.971-1.037)",0.853401182177921,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","NeweyWest_lag3","NW3",1.0031093510209,0.973909827330984,1.03318432761188,"1.003 (0.974-1.033)",0.836806535969229,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04A","hot_nights","Hot nights, per 5 days","Hot nights, per 5 days","NeweyWest_lag6","NW6",1.0031093510209,0.975920119210477,1.03105607754004,"1.003 (0.976-1.031)",0.824752454236862,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","model","Model",1.07280014928024,1.02272543228121,1.12532662625647,"1.073 (1.023-1.125)",0.00395931140763075,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","HC1","HC1",1.07280014928024,1.01126341470992,1.13808147665051,"1.073 (1.011-1.138)",0.019720109290663,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","NeweyWest_lag3","NW3",1.07280014928024,1.00657162602866,1.14338625343184,"1.073 (1.007-1.143)",0.03065885268409,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04B","cold_days","Cold days, per 5 days","Cold days, per 5 days","NeweyWest_lag6","NW6",1.07280014928024,1.00645431800469,1.14351952165835,"1.073 (1.006-1.144)",0.0309646706542344,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","model","Model",0.995011171062262,0.963682603695343,1.02735820563975,"0.995 (0.964-1.027)",0.759294487444654,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","HC1","HC1",0.995011171062262,0.962898400882331,1.02819490574653,"0.995 (0.963-1.028)",0.765089724252379,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","NeweyWest_lag3","NW3",0.995011171062262,0.963705164817424,1.02733415434819,"0.995 (0.964-1.027)",0.759123668564499,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
"hf","Heart failure","P04C","very_hot_days","Very hot days, per 5 days","Very hot days, per 5 days","NeweyWest_lag6","NW6",0.995011171062262,0.963033380355518,1.02805079318559,"0.995 (0.963-1.028)",0.76411154706375,132,"negative_binomial","days_only","HA_APPROVED_AGGREGATE","ANALYSIS_OF_RECORD_UNCERTAINTY_LADDER","uncertainty display; SE method not selected by CI exclusion of 1"
