Station:  
Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available

YEAR,POLLUTANT,STATION,Month 01,Month 02,Month 03,Month 04,Month 05,Month 06,Month 07,Month 08,Month 09,Month 10,Month 11,Month 12
2023,Ozone,TUNG CHUNG,40,60,71,60,60,37,38,36,44,63,62,40
2023,Ozone,YUEN LONG,46,62,66,62,61,37,34,33,35,72,66,46
2023,Respirable Suspended Particulates,CENTRAL/WESTERN,30,28,28,30,25,8,9,9,10,20,31,34
2023,Respirable Suspended Particulates,EASTERN,31,30,34,31,27,13,12,12,13,22,31,32
2023,Respirable Suspended Particulates,KWAI CHUNG,32,30,34,30,26,14,14,16,14,25,33,35
2023,Respirable Suspended Particulates,KWUN TONG,32,32,38,30,30,14,15,16,16,25,34,34
2023,Respirable Suspended Particulates,NORTH,34,29,33,26,26,14,15,18,18,32,43,36
2023,Respirable Suspended Particulates,SHAM SHUI PO,31,30,29,27,23,11,11,15,15,25,32,34
2023,Respirable Suspended Particulates,SHATIN,30,26,30,25,23,11,11,15,13,22,30,32
2023,Respirable Suspended Particulates,SOUTHERN,35,31,33,33,30,12,13,15,14,22,28,30
2023,Respirable Suspended Particulates,TAI PO,31,30,33,28,26,12,14,13,14,24,33,34
2023,Respirable Suspended Particulates,TAP MUN,31,28,30,26,23,10,12,12,13,22,30,28
2023,Respirable Suspended Particulates,TSEUNG KWAN O,33,28,31,30,27,13,14,16,15,23,32,29
2023,Respirable Suspended Particulates,TSUEN WAN,32,29,31,27,25,13,14,16,13,22,30,34
2023,Respirable Suspended Particulates,TUEN MUN,47,43,47,37,32,16,19,21,18,32,39,51
2023,Respirable Suspended Particulates,TUNG CHUNG,29,29,26,26,24,12,12,13,13,24,31,27
2023,Respirable Suspended Particulates,YUEN LONG,34,30,34,26,25,12,13,15,14,26,37,40
