"month_id","age_group","sex","stroke_type","n_events","data_status","notes"
"2013-02","40-44","Female","stroke_all",197,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","40-44","Male","stroke_all",172,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","45-49","Female","stroke_all",286,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","45-49","Male","stroke_all",282,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","50-54","Female","stroke_all",422,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","50-54","Male","stroke_all",479,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","55-59","Female","stroke_all",519,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","55-59","Male","stroke_all",620,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","60-64","Female","stroke_all",587,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","60-64","Male","stroke_all",711,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","65-69","Female","stroke_all",515,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","65-69","Male","stroke_all",645,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","70-74","Female","stroke_all",528,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","70-74","Male","stroke_all",678,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","75-79","Female","stroke_all",734,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","75-79","Male","stroke_all",816,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","80-84","Female","stroke_all",758,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","80-84","Male","stroke_all",721,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","85+","Female","stroke_all",1026,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-02","85+","Male","stroke_all",610,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","35-39","Female","stroke_all",151,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","35-39","Male","stroke_all",129,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","40-44","Female","stroke_all",216,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","40-44","Male","stroke_all",188,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","45-49","Female","stroke_all",312,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","45-49","Male","stroke_all",308,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","50-54","Female","stroke_all",463,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","50-54","Male","stroke_all",526,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","55-59","Female","stroke_all",571,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","55-59","Male","stroke_all",682,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","60-64","Female","stroke_all",646,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","60-64","Male","stroke_all",781,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","65-69","Female","stroke_all",570,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","65-69","Male","stroke_all",712,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","70-74","Female","stroke_all",577,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","70-74","Male","stroke_all",742,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","75-79","Female","stroke_all",804,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","75-79","Male","stroke_all",896,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","80-84","Female","stroke_all",833,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","80-84","Male","stroke_all",793,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","85+","Female","stroke_all",1130,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-03","85+","Male","stroke_all",672,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","35-39","Female","stroke_all",119,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","35-39","Male","stroke_all",102,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","40-44","Female","stroke_all",171,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","40-44","Male","stroke_all",149,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","45-49","Female","stroke_all",246,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","45-49","Male","stroke_all",242,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","50-54","Female","stroke_all",367,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","50-54","Male","stroke_all",416,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","55-59","Female","stroke_all",454,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","55-59","Male","stroke_all",542,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","60-64","Female","stroke_all",512,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","60-64","Male","stroke_all",619,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","65-69","Female","stroke_all",455,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","65-69","Male","stroke_all",568,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","70-74","Female","stroke_all",454,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","70-74","Male","stroke_all",585,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","75-79","Female","stroke_all",636,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","75-79","Male","stroke_all",709,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","80-84","Female","stroke_all",660,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","80-84","Male","stroke_all",630,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","85+","Female","stroke_all",898,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-04","85+","Male","stroke_all",534,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","35-39","Female","stroke_all",177,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","35-39","Male","stroke_all",151,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","40-44","Female","stroke_all",254,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","40-44","Male","stroke_all",221,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","45-49","Female","stroke_all",364,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","45-49","Male","stroke_all",358,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","50-54","Female","stroke_all",546,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","50-54","Male","stroke_all",618,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","55-59","Female","stroke_all",676,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","55-59","Male","stroke_all",807,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","60-64","Female","stroke_all",762,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","60-64","Male","stroke_all",921,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","65-69","Female","stroke_all",682,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","65-69","Male","stroke_all",849,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","70-74","Female","stroke_all",672,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","70-74","Male","stroke_all",866,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","75-79","Female","stroke_all",944,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","75-79","Male","stroke_all",1053,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","80-84","Female","stroke_all",983,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","80-84","Male","stroke_all",940,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","85+","Female","stroke_all",1341,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-05","85+","Male","stroke_all",798,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","35-39","Female","stroke_all",154,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","35-39","Male","stroke_all",131,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","40-44","Female","stroke_all",221,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","40-44","Male","stroke_all",192,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","45-49","Female","stroke_all",316,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","45-49","Male","stroke_all",310,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","50-54","Female","stroke_all",477,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","50-54","Male","stroke_all",538,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","55-59","Female","stroke_all",591,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","55-59","Male","stroke_all",705,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","60-64","Female","stroke_all",665,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","60-64","Male","stroke_all",803,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","65-69","Female","stroke_all",600,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","65-69","Male","stroke_all",745,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","70-74","Female","stroke_all",582,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","70-74","Male","stroke_all",752,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","75-79","Female","stroke_all",821,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","75-79","Male","stroke_all",918,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","80-84","Female","stroke_all",858,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","80-84","Male","stroke_all",822,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","85+","Female","stroke_all",1174,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-06","85+","Male","stroke_all",698,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","35-39","Female","stroke_all",99,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","35-39","Male","stroke_all",85,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","40-44","Female","stroke_all",143,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","40-44","Male","stroke_all",124,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","45-49","Female","stroke_all",204,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","45-49","Male","stroke_all",200,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","50-54","Female","stroke_all",309,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","50-54","Male","stroke_all",348,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","55-59","Female","stroke_all",384,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","55-59","Male","stroke_all",458,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","60-64","Female","stroke_all",432,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","60-64","Male","stroke_all",521,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","65-69","Female","stroke_all",391,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","65-69","Male","stroke_all",486,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","70-74","Female","stroke_all",376,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","70-74","Male","stroke_all",486,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","75-79","Female","stroke_all",531,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","75-79","Male","stroke_all",594,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","80-84","Female","stroke_all",556,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","80-84","Male","stroke_all",534,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","85+","Female","stroke_all",763,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-07","85+","Male","stroke_all",454,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","35-39","Female","stroke_all",104,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","35-39","Male","stroke_all",88,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","40-44","Female","stroke_all",149,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","40-44","Male","stroke_all",130,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","45-49","Female","stroke_all",212,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","45-49","Male","stroke_all",208,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","50-54","Female","stroke_all",323,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","50-54","Male","stroke_all",363,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","55-59","Female","stroke_all",402,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","55-59","Male","stroke_all",480,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","60-64","Female","stroke_all",453,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","60-64","Male","stroke_all",545,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","65-69","Female","stroke_all",413,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","65-69","Male","stroke_all",511,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","70-74","Female","stroke_all",392,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","70-74","Male","stroke_all",507,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","75-79","Female","stroke_all",554,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","75-79","Male","stroke_all",619,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","80-84","Female","stroke_all",582,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","80-84","Male","stroke_all",560,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","85+","Female","stroke_all",800,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-08","85+","Male","stroke_all",476,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","35-39","Female","stroke_all",133,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","35-39","Male","stroke_all",113,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","40-44","Female","stroke_all",192,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","40-44","Male","stroke_all",166,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","45-49","Female","stroke_all",272,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","45-49","Male","stroke_all",266,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","50-54","Female","stroke_all",416,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","50-54","Male","stroke_all",465,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","55-59","Female","stroke_all",518,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","55-59","Male","stroke_all",617,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","60-64","Female","stroke_all",583,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","60-64","Male","stroke_all",702,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","65-69","Female","stroke_all",535,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","65-69","Male","stroke_all",661,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","70-74","Female","stroke_all",502,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","70-74","Male","stroke_all",651,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","75-79","Female","stroke_all",711,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","75-79","Male","stroke_all",795,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","80-84","Female","stroke_all",750,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","80-84","Male","stroke_all",723,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","85+","Female","stroke_all",1031,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-09","85+","Male","stroke_all",615,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","35-39","Female","stroke_all",120,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","35-39","Male","stroke_all",102,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","40-44","Female","stroke_all",173,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","40-44","Male","stroke_all",150,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","45-49","Female","stroke_all",245,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","45-49","Male","stroke_all",239,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","50-54","Female","stroke_all",376,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","50-54","Male","stroke_all",419,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","55-59","Female","stroke_all",469,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","55-59","Male","stroke_all",559,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","60-64","Female","stroke_all",528,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","60-64","Male","stroke_all",635,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","65-69","Female","stroke_all",487,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","65-69","Male","stroke_all",601,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","70-74","Female","stroke_all",452,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","70-74","Male","stroke_all",587,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","75-79","Female","stroke_all",642,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","75-79","Male","stroke_all",717,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","80-84","Female","stroke_all",679,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","80-84","Male","stroke_all",655,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","85+","Female","stroke_all",935,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-10","85+","Male","stroke_all",558,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","35-39","Female","stroke_all",143,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","35-39","Male","stroke_all",122,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","40-44","Female","stroke_all",206,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","40-44","Male","stroke_all",179,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","45-49","Female","stroke_all",291,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","45-49","Male","stroke_all",283,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","50-54","Female","stroke_all",448,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
"2013-11","50-54","Male","stroke_all",499,"SYNTHETIC","SYNTHETIC age-sex stroke aggregates (allocated from territory month)"
